#Table1
plate,mjd,fiberid,oiii_5007_flux,h_beta_flux,h_alpha_flux,nii_6584_flux,e_bv_sfd,oiii_5007_flux_err,h_beta_flux_err,h_alpha_flux_err,nii_6584_flux_err,ratio_oiii_hb,ratio_nii_ha
2014,53460,21,176.1196,77.32465,198.8465,158.6986,0.01280825,8.855347,7.190367,10.21531,9.75288,2.277665,0.7980964
1446,53080,446,1210.058,2189.936,6989.356,3413.577,0.01945333,22.51457,27.31945,66.4625,36.16414,0.5525541,0.4883965
645,52203,412,73.53647,73.58406,160.9377,128.2608,0.03653977,14.36114,12.34883,18.33643,20.08769,0.9993532,0.7969597
655,52162,468,71.53233,413.0907,2447.538,901.051,0.03293863,4.42959,5.732159,16.74028,8.385711,0.1731637,0.3681459
1729,53858,422,508.5398,942.5247,4642.195,1545.731,0.04511315,7.684999,9.618112,31.29281,12.63628,0.5395506,0.3329742
2584,54153,512,158.3275,60.84628,236.7975,395.7206,0.02779622,10.1631,8.675361,14.74898,15.3946,2.60209,1.671134
1381,53089,288,316.4471,105.3172,321.0331,328.1498,0.01252134,13.37786,9.79029,15.83535,16.19197,3.004705,1.022168
2764,54535,459,96.38228,46.25677,169.3528,166.5213,0.0296268,8.200092,6.14552,10.35853,11.04047,2.083636,0.9832807
564,52224,223,420.6646,722.3129,2626.005,818.2651,0.02972085,4.338656,5.343303,13.1895,4.812933,0.5823855,0.3116007
566,52238,473,77.93363,163.8732,732.0427,391.319,0.03509241,4.808287,4.863611,8.922319,7.391785,0.4755726,0.5345576
287,52023,354,45.40165,201.4609,835.7939,362.7391,0.02182249,3.273368,3.67106,7.222262,5.059918,0.2253621,0.4340055
1923,53319,551,221.0712,612.0125,2261.605,845.0268,0.04028887,4.661606,6.519563,15.36957,7.783753,0.36122,0.3736402
2224,53815,607,136.7156,96.11385,237.8793,140.4308,0.01805934,9.49727,8.261292,12.00551,11.0451,1.422434,0.5903445
2228,53818,179,219.0955,126.6017,227.23,252.9011,0.01921051,21.36355,18.26703,26.99608,24.04265,1.730588,1.112974
2240,53823,247,53.85551,64.74944,279.4084,168.1613,0.01182436,7.870909,7.68683,13.28369,12.28088,0.8317524,0.6018475
2095,53474,613,651.6702,1229.198,5252.368,2561.213,0.01964125,14.07709,16.58573,45.24332,24.46428,0.5301587,0.4876301
394,51913,24,25.7137,14.50603,45.11355,59.13488,0.02391778,3.758958,2.892773,3.353954,4.12511,1.772621,1.310801
1801,54156,537,2445.955,1525.941,5174.51,977.621,0.04102853,18.4566,11.91755,35.82436,8.016032,1.602916,0.1889301
1879,54478,120,3969.851,5687.946,20359.51,4030.301,0.06695613,40.3701,46.90277,153.782,35.33723,0.6979411,0.1979567
1218,52709,487,141.2283,88.41828,276.3123,321.8531,0.01402941,14.17762,10.24325,16.65642,19.53946,1.597275,1.164816
1304,52993,132,103.2959,132.2756,545.1429,248.8441,0.03931855,5.602476,5.025356,8.650966,7.215982,0.7809142,0.456475
541,51959,112,48.4282,29.39003,105.8112,109.3471,0.04520687,4.203235,3.904398,5.648892,5.335415,1.647777,1.033417
2608,54474,431,4479.838,390.6733,1518.775,2631.448,0.03707515,25.3591,6.88912,13.23183,16.00771,11.46697,1.732612
2609,54476,384,264.012,112.2537,325.2346,467.2952,0.02885737,10.09467,8.611627,13.8648,14.1643,2.351922,1.436794
901,52641,267,93.07463,116.516,517.9783,368.8078,0.01695502,12.59288,10.78762,17.78731,17.29625,0.7988139,0.712014
967,52636,578,5155.159,2888.22,9116.758,1258.65,0.01580714,48.1197,29.03406,74.07951,16.12132,1.784891,0.138059
1655,53523,526,642.9219,2184.1,13121.21,7064.974,0.05124908,13.53332,20.75547,82.791,43.07296,0.2943648,0.5384391
1431,52992,237,76.60254,37.2924,109.4919,122.6909,0.01782038,7.560437,6.692955,9.484863,9.456936,2.054106,1.120548
2155,53820,633,1583.726,2112.095,9728.388,3436.171,0.04526431,20.05308,21.71673,72.61543,28.56997,0.7498365,0.3532107
2218,53816,557,67.58727,42.9437,155.4984,206.7797,0.01915373,6.721762,6.314975,9.49922,9.252748,1.573858,1.329787
2771,54527,414,348.8607,1051.751,4677.088,1923.482,0.02907524,6.983138,10.33447,32.00774,15.28122,0.3316952,0.4112564
600,52317,532,95.73929,464.6168,2202.99,1139.376,0.0190265,7.555988,8.678604,23.74573,14.34409,0.2060608,0.5171953
607,52368,418,79.64045,527.2005,2903.611,2446.315,0.01366663,7.102148,9.412522,20.13856,16.0167,0.1510629,0.8425078
2358,53797,234,506.8737,1787.554,7713.12,4048.196,0.02646433,13.68049,19.34967,59.63843,29.32465,0.2835571,0.5248454
428,51883,449,71.53205,34.75086,153.5443,213.8211,0.0921949,6.895496,6.742038,9.806324,9.370986,2.058425,1.39257
434,51885,334,43.36893,30.17632,94.28511,106.5497,0.04741032,4.053061,4.002848,5.856572,5.402808,1.437184,1.130079
459,51924,194,151.9955,649.8162,3188.932,1394.847,0.07514046,6.442382,7.704201,20.85046,11.76704,0.2339054,0.4374024
460,51924,196,767.9733,583.1999,1815.267,644.0153,0.07137355,12.77099,10.05023,18.76092,11.18216,1.316827,0.3547771
2239,53726,529,100.8902,32.42779,86.78221,108.0469,0.01514085,5.283603,4.099648,5.780324,6.009108,3.111226,1.245035
2266,53679,412,1148.948,521.15,1884.265,218.7063,0.03691174,10.2184,5.849832,12.39444,3.53094,2.204639,0.1160698
2266,53679,554,52.36721,80.34161,379.9902,251.7317,0.03193754,3.918492,3.396844,6.228052,5.793656,0.6518068,0.6624689
2434,53826,146,175.4861,103.3544,321.6004,682.0347,0.03671976,9.932523,9.676875,16.21832,17.00184,1.697906,2.120752
1592,52990,442,71.22566,114.3835,345.9566,276.9063,0.01714377,6.471395,6.423091,10.55437,10.39617,0.6226916,0.8004076
1791,54266,470,78.20817,57.08677,146.7261,222.1381,0.01980826,5.792908,5.991085,8.852008,8.506352,1.369988,1.513964
793,52370,620,138.2802,50.6273,164.1876,78.28135,0.01353251,4.952506,3.435012,4.891407,4.595936,2.731336,0.4767799
1323,52797,202,156.7305,369.9953,2021.783,1403.095,0.0134842,11.53851,11.59493,26.88918,22.87877,0.4236013,0.693989
1276,53035,570,2802.678,921.8132,2819.223,210.3562,0.01603042,26.38851,11.41701,26.41372,4.953124,3.040397,0.07461493
747,52234,262,311.3846,439.8564,2057.022,1051.812,0.07144199,14.25388,12.1922,26.99559,21.05009,0.7079235,0.5113277
757,52238,122,76.21757,581.3502,3564.034,2264.24,0.05301872,6.778818,8.841527,28.46706,18.42705,0.1311044,0.6353027
520,52288,392,135.2468,76.35136,251.8301,53.95197,0.01763481,3.800498,2.820821,3.637156,2.469164,1.771374,0.2142396
520,52288,558,46.30285,245.9776,2279.313,803.074,0.02190421,2.933027,4.979963,21.74593,9.16296,0.1882401,0.3523315
521,52326,251,108.7206,85.28259,179.7516,155.4072,0.02191775,9.814807,8.776263,12.23596,12.26484,1.274828,0.8645662
521,52326,300,6729.555,928.8184,3834.808,2136.215,0.02562534,54.59995,15.54624,39.84819,26.24652,7.245286,0.5570592
528,52022,377,105.352,39.83431,134.2088,180.0612,0.02777441,5.660788,4.848484,6.868219,6.978769,2.644754,1.34165
1987,53765,131,212.0179,914.5603,3774.398,2802.572,0.01307681,16.22747,18.12823,39.88626,32.3799,0.2318249,0.7425216
650,52143,11,114.9052,57.69132,302.0363,595.5143,0.04357996,9.674129,7.554173,12.0144,14.2376,1.991725,1.971665
2601,54144,470,89.25125,22.78214,47.67188,42.46384,0.02538297,7.093899,3.475621,4.332805,5.756762,3.917597,0.8907523
2605,54484,242,108.0444,77.4583,113.1519,120.3634,0.02460893,10.69452,10.45497,13.52438,13.80293,1.394872,1.063733
1628,53474,384,88.74886,52.34406,169.2189,217.4963,0.02214943,9.043319,8.743365,14.01536,13.44012,1.695491,1.285296
2770,54510,583,10957.91,2728.549,8754.15,574.0336,0.02764617,64.68716,19.74413,54.92374,5.417384,4.016023,0.06557274
574,52355,203,290.1295,249.4755,1018.766,2150.149,0.03114545,28.92386,24.78455,52.65537,60.12544,1.162958,2.110542
587,52026,517,29.53423,38.35725,120.0485,195.5488,0.03292063,3.518552,4.011939,5.572138,5.122423,0.7699779,1.628915
2354,53799,121,1052.956,2926.318,12125.8,4845.217,0.02398454,18.40654,31.44029,101.6111,38.11273,0.3598228,0.3995793
428,51883,545,18.58572,31.51543,95.02374,80.13768,0.1078616,3.203973,3.386699,4.529397,4.386142,0.5897338,0.8433437
2666,54230,111,105.9821,58.14252,180.6384,301.6192,0.01564028,9.331771,8.309167,13.92392,14.43707,1.822799,1.669741
2666,54230,372,106.8847,86.50205,318.1252,398.0862,0.01505822,6.365555,5.336984,9.32227,9.810698,1.235632,1.251351
2666,54230,445,73.63195,46.78571,135.7106,163.5085,0.01184194,6.759197,6.438868,9.968325,9.661489,1.573813,1.204832
2419,54139,219,196.0428,110.9562,369.4147,594.1729,0.01781222,14.50755,13.9658,24.36086,24.37724,1.766849,1.608417
2117,54115,351,4433.455,569.2051,2661.47,1745.936,0.02071261,34.14847,10.84045,27.18819,21.51038,7.788854,0.6560043
2134,53876,361,191.5258,120.4524,315.1962,465.098,0.02368972,11.23669,10.85445,17.222,17.19696,1.590055,1.475583
1665,52976,463,47.51338,104.6673,456.9527,285.7814,0.1733573,6.014441,5.889527,9.333605,9.025135,0.4539466,0.6254071
1592,52990,485,85.07539,54.70678,156.6076,191.6503,0.01829977,5.689357,5.532656,9.006475,8.198835,1.555116,1.223762
1592,52990,489,80.14186,51.2449,119.0334,142.0237,0.01441598,5.391346,5.110497,7.56004,7.483153,1.563899,1.193141
2028,53818,429,808.1348,386.4137,1573.917,1189.114,0.01201157,9.889027,6.340352,14.49673,11.2457,2.091372,0.7555129
1807,54175,159,113.4102,52.53115,155.292,88.26109,0.0225678,10.78347,8.587022,13.94253,13.17896,2.158914,0.5683556
364,52000,311,1623.991,184.8906,777.0163,859.6522,0.0966318,13.34248,5.079394,8.988854,8.983708,8.783524,1.10635
1362,53050,556,364.2648,270.5744,1038.366,791.9855,0.01364025,6.911492,6.118023,10.83482,9.347922,1.346265,0.7627231
1836,54567,343,53.40701,26.0278,125.3575,159.3333,0.05369481,5.925193,4.925655,8.02062,8.517857,2.051922,1.271031
1879,54478,411,780.1848,2252.112,33024.26,17620.34,0.1564976,16.53868,25.33994,468.1544,109.3207,0.3464237,0.5335575
1486,52993,585,188.1372,89.29368,297.9095,275.0341,0.03437364,17.5293,12.91428,22.82457,24.88759,2.106949,0.9232138
661,52163,601,142.7481,601.2401,4676.298,2294.917,0.02937352,8.622535,9.785252,35.24901,20.88548,0.2374228,0.4907552
1729,53858,564,47.19717,58.07232,231.8428,145.9844,0.06054702,4.809298,4.047652,6.387797,6.557826,0.8127309,0.6296697
2609,54476,434,41.76096,77.88712,312.2826,195.756,0.03722361,4.174642,3.884274,7.413342,6.61952,0.5361729,0.6268553
429,51820,56,334.6782,416.9622,1233.817,1096.429,0.08867186,12.57255,13.07324,21.59845,20.11584,0.8026584,0.8886478
434,51885,37,179.1829,120.8777,532.2703,375.7175,0.05089961,3.725311,2.950646,4.979182,4.32099,1.482349,0.7058773
434,51885,513,34.95742,20.84201,112.7452,135.3491,0.05051575,3.447847,2.996629,4.668117,4.88391,1.677258,1.200487
450,51908,48,2141.063,781.2589,2453.921,220.6049,0.01888152,12.73445,5.627047,11.95518,2.509404,2.74053,0.08989893
2636,54082,164,49.65236,74.59181,286.8227,178.2657,0.03620983,1.939504,1.758944,2.790877,2.488067,0.6656542,0.6215189
2240,53823,550,27.437,40.20831,127.7595,92.29153,0.01390341,5.037998,4.746894,7.517434,7.836815,0.6823714,0.7223846
2481,54086,354,70.23619,76.1598,316.2869,262.5193,0.02621601,4.441773,3.762941,6.267725,6.141105,0.9222214,0.8300038
2101,53858,33,2677.809,1503.864,5579.736,1178.371,0.01051486,23.2894,14.46208,39.33039,11.09556,1.780619,0.2111875
1665,52976,159,63.30166,100.6122,207.4299,196.1835,0.1683708,7.217865,7.621931,10.03957,10.10139,0.6291651,0.9457825
394,51913,553,27.33624,16.97291,31.54079,23.36345,0.02314009,2.302951,1.985383,2.091216,2.287918,1.610581,0.7407376
2516,54241,8,1953.259,1077.835,4017.025,714.5389,0.05843135,16.1944,10.27167,24.98171,7.419878,1.812206,0.1778776
329,52056,362,246.3916,84.22272,385.5475,458.694,0.0167895,11.67183,9.025786,15.60835,15.97604,2.925477,1.189721
1306,52996,5,2177.013,6676.039,24878.14,9547.86,0.03845428,25.32385,52.50637,179.3297,53.79388,0.3260935,0.3837851
783,52325,594,2782.235,2835.161,15612.58,6373.422,0.02247502,21.17973,20.10844,101.1583,31.14813,0.9813321,0.4082237
517,52024,504,1035.059,4447.57,19804.22,11327.55,0.02002145,13.7164,28.70271,108.0324,50.56566,0.2327246,0.5719764
1749,53357,307,45.7244,50.10802,144.1417,106.1722,0.03117512,4.629685,3.699046,6.250373,6.783274,0.9125164,0.736582
2609,54476,594,226.744,164.6069,546.0482,110.3457,0.032227,4.260685,4.607106,6.647951,2.820935,1.377488,0.2020805
967,52636,543,204.4987,220.8447,613.8288,774.0873,0.01951161,11.24551,11.72534,20.26168,20.83239,0.9259844,1.26108
2287,53705,258,97.89893,421.9171,2211.219,1110.188,0.04109997,7.373199,8.194446,19.01942,13.04075,0.2320336,0.5020707
2218,53816,416,356.1149,35.22143,187.7365,300.0123,0.01789435,7.091867,3.788932,6.19093,6.961119,10.11074,1.59805
581,52356,262,97.22199,704.9414,3684.828,1830.766,0.0656903,4.726914,7.374363,22.02853,11.70367,0.137915,0.496839
592,52025,387,45.98049,24.46935,82.88174,101.3646,0.04287902,5.29754,4.521946,6.029116,6.505809,1.879106,1.223003
630,52050,305,286.3273,154.8157,646.5287,610.662,0.01482622,8.452332,6.857745,12.15496,12.03203,1.849472,0.9445243
2373,53768,335,163.1914,90.46081,331.9119,374.1367,0.02833537,13.18633,11.19121,20.33339,20.59841,1.804001,1.127217
1047,52733,349,52.71618,108.1283,539.2323,281.6805,0.02860761,9.253469,8.183214,16.47119,16.29306,0.4875335,0.5223732
278,51900,469,6074.062,3250.791,10285.94,1743.394,0.03892111,54.65727,29.74171,80.75294,16.68957,1.868487,0.1694929
454,51908,571,131.0208,379.5331,2319.945,1099.545,0.02832808,4.169468,4.916533,13.88994,8.316034,0.3452159,0.4739528
1936,53330,583,124.6991,148.1255,854.4304,658.5085,0.02583675,10.05816,9.36533,20.11884,18.8017,0.8418476,0.7706989
2636,54082,591,348.8553,93.16865,356.2196,398.4602,0.03341791,3.58433,2.299038,3.748603,3.813112,3.744342,1.11858
2241,54169,590,33.23483,67.97672,204.4795,154.8549,0.01043482,6.573729,6.458127,10.56487,10.79103,0.4889149,0.7573126
2273,53709,369,137.6838,53.41529,211.0105,387.6001,0.06064138,12.32706,10.38837,17.59191,18.91314,2.57761,1.836876
2494,54174,111,1056.125,547.9821,2757.45,1791.251,0.02535536,20.98259,14.16848,36.38517,29.00412,1.927299,0.649604
1592,52990,447,50.58071,76.73728,323.3768,248.5654,0.0169649,7.435511,7.250838,12.75683,12.41647,0.6591412,0.7686558
408,51821,587,118.9922,66.30856,313.6648,444.3672,0.03746673,8.24458,7.163455,12.45674,12.99403,1.794522,1.416695
848,52669,76,185.2964,1503.791,5445.538,3524.158,0.0380269,10.56838,18.19884,40.89663,25.58188,0.1232195,0.6471643
358,51818,364,1747.754,1590.645,6157.592,1430.799,0.03855117,16.27293,14.55834,40.9006,11.60389,1.098771,0.2323634
1324,53088,404,518.0255,208.1822,802.7048,1283.605,0.01360566,13.1363,9.073393,17.9275,20.33941,2.488328,1.599099
770,52282,224,285.2198,1184.96,4815.82,2125.447,0.01514348,9.87205,14.68531,42.02757,20.57187,0.2407,0.4413468
774,52286,400,165.9937,1454.864,7645.03,3082.557,0.01166869,5.398224,12.99243,49.26654,20.6871,0.1140957,0.4032106
1991,53446,584,18090.39,6055.725,18303.38,1406.264,0.02195469,126.3938,48.2534,117.55,13.22645,2.987321,0.07683085
2597,54231,20,5955.773,5045.405,20515.44,3280.528,0.02365824,61.29473,46.65491,167.3524,33.42966,1.180435,0.1599053
2609,54476,555,101.2242,64.67158,198.5811,200.3587,0.03225227,5.168997,4.012856,7.109439,7.43365,1.565205,1.008951
914,52721,444,71.71195,67.71734,214.9987,216.733,0.04812929,8.457321,8.08779,12.84714,12.67977,1.05899,1.008067
952,52409,247,3576.736,3131.999,14658.14,6027.313,0.01666009,39.99513,33.01151,113.2659,43.51908,1.141998,0.4111922
2293,53730,639,80.87791,54.23932,167.6142,272.1594,0.03422451,6.350742,6.200114,9.317169,9.759957,1.491131,1.623726
2808,54524,298,64.46188,128.47,517.2263,252.1562,0.0704434,3.994913,3.946022,5.940312,5.156324,0.501766,0.4875163
2173,53874,532,37.99915,13.37025,23.5131,32.91954,0.06664906,3.637716,2.110097,2.183218,2.946197,2.842067,1.400051
2770,54510,432,240.6829,794.4638,2901.117,1352.651,0.0263407,4.908908,8.012039,20.71178,10.121,0.3029501,0.4662518
566,52238,437,61.03,38.45169,88.22795,84.88641,0.03928791,5.052911,4.324553,6.07923,6.283986,1.587186,0.9621261
2366,53741,297,49.40434,27.46729,82.03693,162.226,0.02307908,5.719398,3.49195,4.828684,6.982803,1.798661,1.977476
459,51924,137,260.0429,175.2333,608.4916,316.27,0.0624947,8.12911,6.811983,11.08047,9.606682,1.483981,0.5197606
1920,53314,602,293.0093,846.2684,4716.096,1782.938,0.0346267,5.141129,7.399591,28.89706,11.19463,0.3462369,0.3780538
1923,53319,106,176.9746,186.7225,539.1073,623.8286,0.06197248,13.12731,14.66582,25.66793,23.66879,0.9477944,1.157151
2666,54230,264,61.01204,145.8181,838.1998,427.5466,0.01562297,7.567687,7.131382,13.47288,11.57399,0.418412,0.5100772
2240,53823,399,74.52492,101.1698,257.6749,157.1478,0.01171682,7.449596,7.674683,11.71602,10.44042,0.7366319,0.6098685
2435,53828,434,52.40072,25.63483,83.1479,113.3515,0.0292818,4.757541,4.156161,6.084855,6.366022,2.044122,1.363251
2485,54176,221,740.4637,1440.234,5141.542,1676.39,0.02291361,10.47734,13.42301,35.92513,12.78123,0.5141274,0.3260482
2139,53878,330,8954.299,371.9298,1419.468,1863.039,0.03271021,336.4544,8.265826,16.06351,17.11659,24.07524,1.312491
394,51913,18,33.14077,30.62161,70.38925,99.2342,0.03319444,4.083726,4.158335,4.790779,4.794061,1.082267,1.409792
2505,53856,483,1141.63,363.054,1631.415,1467.988,0.03285437,20.40248,13.85396,29.12049,26.12133,3.144517,0.8998253
2508,53875,385,175.1025,61.13279,238.3244,237.5007,0.02889559,13.25035,9.150318,16.54949,18.85275,2.864297,0.9965434
1294,52753,41,434.2856,760.5303,3193.848,2127.768,0.0207909,14.93886,15.75493,34.3646,27.20053,0.5710299,0.6662083
541,51959,600,537.8494,417.3955,1508.548,311.7314,0.04685907,4.097365,3.177489,7.87278,2.304628,1.288584,0.2066433
2008,53473,584,77.06445,88.41161,205.0261,129.2893,0.02021926,9.108285,8.519684,12.20563,11.70129,0.8716554,0.6305993
1447,53120,595,869.8339,293.9069,1650.313,1309.402,0.02128228,16.03332,9.434753,27.08217,24.1893,2.959556,0.7934263
667,52163,603,295.3614,258.3612,1040.686,607.0221,0.02639631,9.58413,7.820247,15.33604,13.05696,1.143211,0.5832905
690,52261,539,732.6837,868.057,4306.438,2228.227,0.02035594,14.65803,13.55809,37.66,25.3915,0.8440502,0.5174176
564,52224,195,72.35931,43.28411,142.2006,150.7067,0.03923408,4.284907,3.940506,5.910994,5.831207,1.671729,1.059818
607,52368,609,2058.328,1521.05,6011.126,2319.284,0.02245468,15.76584,12.63926,34.35493,14.66649,1.353228,0.3858318
490,51929,502,856.356,662.8353,3118.851,1485.802,0.01935488,7.241246,5.812239,16.15282,8.618218,1.291959,0.4763941
2636,54082,321,27.152,127.6107,753.3354,250.0941,0.0388849,1.550522,1.78129,4.042236,2.380597,0.2127721,0.3319824
2238,54205,91,7762.544,2775.854,9702.91,1268.215,0.01421537,40.58192,18.3123,67.2619,8.388079,2.796452,0.1307046
2238,54205,597,51.7423,21.7062,80.52386,105.8059,0.01119171,4.305623,3.572137,4.843878,5.217033,2.383757,1.31397
2246,53767,60,77.78214,59.72147,163.2284,228.3826,0.01091313,8.317364,8.158871,12.14973,11.71958,1.302415,1.39916
2102,54115,300,394.5013,177.2161,455.2635,753.4088,0.01270279,19.28705,17.47705,29.61467,30.58986,2.226103,1.654885
1665,52976,332,75.94299,116.3211,427.9624,450.9983,0.1781001,5.296381,5.099522,8.515503,9.112658,0.6528735,1.053827
1666,52991,95,87.94145,44.57708,164.4708,200.7354,0.1443678,5.507074,4.80083,6.64181,6.818389,1.972795,1.220492
1666,52991,367,38.35308,60.05848,231.2171,146.5686,0.1605498,4.860427,4.447674,6.557222,6.594036,0.6385955,0.6339002
1592,52990,371,35.53726,25.52647,71.53404,81.15689,0.01635826,3.753952,3.081008,4.32571,4.957376,1.392173,1.134521
1601,53115,397,188.8738,714.2568,2941.749,1396.806,0.02771174,13.24832,15.54295,38.25843,28.16305,0.264434,0.4748217
407,51820,557,3420.081,819.0651,3599.817,3484.113,0.02541996,24.79882,11.05361,24.78884,22.48961,4.175591,0.9678584
1810,53794,124,174.6235,106.744,311.126,350.9389,0.03050876,8.509361,7.650332,11.91675,11.72552,1.635909,1.127964
1810,53794,331,192.1974,86.73584,286.011,479.9214,0.02696581,11.48908,10.00856,16.2997,17.30441,2.215894,1.677982
829,52296,538,135.2912,57.726,237.143,336.6105,0.03089583,10.07629,8.462882,14.64931,15.52488,2.343679,1.419441
2529,54585,629,80.1971,122.0768,531.1644,375.2393,0.04782379,7.51315,6.262836,11.47484,11.27542,0.6569399,0.7064466
1313,52790,380,99.03506,57.94275,204.099,210.8851,0.01655408,9.9227,9.100212,13.97119,13.63767,1.709188,1.033249
2971,54590,523,551.5575,65.65705,178.5125,269.7785,0.02828829,9.216282,3.97806,5.25046,6.060824,8.400583,1.511259
788,52338,311,247.0402,1582.393,7996.467,4117.781,0.01531785,8.794761,15.21137,60.07956,31.22255,0.1561181,0.51495
501,52235,257,133.8292,463.1262,1859.106,963.9767,0.0223461,4.681295,6.060826,13.9993,8.354939,0.2889692,0.5185164
529,52025,257,2545.94,2119.171,6880.708,1973.572,0.0291707,22.25418,18.06345,46.92344,14.62986,1.201385,0.2868268
542,51993,265,94.55556,372.8835,1509.113,679.321,0.05149172,3.899813,4.556087,9.569801,6.670707,0.2535793,0.450146
552,51992,361,566.336,861.8557,4598.079,2705.238,0.01851921,6.873991,7.492502,23.48132,14.30111,0.6571123,0.5883409
1991,53446,500,199.067,393.5485,3194.226,2337.173,0.03320944,10.8228,10.01281,32.76357,26.79172,0.5058258,0.7316867
1994,53845,68,173.9918,102.1133,341.7569,445.0172,0.01563148,10.21293,10.91184,17.18285,15.32604,1.703908,1.302145
2609,54476,377,174.8474,104.2096,304.2175,462.9719,0.03335176,13.57105,12.25111,20.56088,21.49119,1.677843,1.521845
890,52583,434,43.25731,26.38503,90.65086,158.0336,0.06984788,5.692621,4.838173,7.625014,8.635384,1.639464,1.743322
1386,53116,262,197.1484,606.4586,2657.308,1498.476,0.01869847,8.091879,9.218939,21.14135,15.0521,0.3250814,0.5639076
1431,52992,13,126.1264,84.05665,261.1629,277.2377,0.01499629,8.55253,8.689702,13.06108,10.97747,1.500493,1.061551
564,52224,76,53.58146,22.95357,56.2981,40.57557,0.0326945,3.701763,3.217305,4.310794,3.939752,2.334341,0.720727
2355,53792,574,12757.19,4823.73,20424.81,3189.435,0.03301246,80.28014,36.66715,121.231,21.5515,2.644674,0.156155
2368,53758,468,353.1846,1557.926,6284.626,2105.32,0.0344025,8.688733,17.0387,46.9466,18.66422,0.2267017,0.3349952
298,51955,204,278.6271,203.4313,859.0906,1349.898,0.0326419,12.4354,10.73586,19.31125,22.09232,1.369637,1.571311
446,51899,539,126.1024,61.65615,262.5349,208.9472,0.03306364,4.669366,4.063365,6.315266,5.842685,2.045252,0.7958833
460,51924,324,707.3505,647.9645,2398.796,571.7795,0.04719491,10.30498,8.527961,19.50486,8.134246,1.09165,0.238361
460,51924,574,57.34115,49.74249,170.1282,180.5769,0.04642075,7.618148,6.636849,11.05104,12.12375,1.15276,1.061416
462,51909,517,221.805,80.68275,398.467,544.3401,0.06270999,12.46953,9.761745,17.08699,18.07304,2.7491,1.366086
2500,54178,95,211.3722,129.1813,421.3839,501.8023,0.02475891,12.98621,11.38204,19.12287,19.70577,1.636245,1.190844
2098,53460,235,105.3877,56.18203,124.3558,69.6456,0.02445337,11.72118,9.269217,13.3112,12.94089,1.875826,0.5600513
2101,53858,49,7253.709,1060.672,4263.61,4399.159,0.01021458,55.41426,19.8982,44.9385,41.57203,6.838783,1.031792
1593,52991,426,51.85497,36.20171,125.0323,104.0426,0.01701138,5.486883,4.301114,6.537817,7.184777,1.43239,0.8321257
394,51913,493,2082.449,781.5953,2816.121,320.8546,0.02492994,8.504254,3.795236,9.991525,1.824195,2.664357,0.113935
829,52296,629,185.8391,87.85116,301.3992,354.0273,0.02330698,8.865283,8.201504,13.78769,12.78178,2.115386,1.174613
2514,53882,59,178.2503,195.8233,624.3655,663.8597,0.02158118,12.03689,12.58118,20.0965,18.94795,0.9102609,1.063255
1093,52591,584,798.7475,639.9042,5375.523,4637.587,0.02680038,8.920508,6.664702,33.03584,24.4708,1.24823,0.8627229
1309,52762,439,57.58485,175.0838,1039.214,423.887,0.01539276,5.075794,4.96727,12.78912,10.06729,0.3288989,0.4078921
1362,53050,456,50.25264,353.5037,1609.377,656.5298,0.01650635,3.374664,4.799489,11.39604,6.508108,0.1421559,0.4079404
1872,53386,358,106.9262,38.71738,207.8772,318.041,0.0449897,7.678758,6.814003,11.38772,11.24036,2.761711,1.529946
1713,53827,229,152.9499,131.5009,559.1927,667.9835,0.02933994,10.81401,9.330186,16.74577,16.81781,1.163109,1.19455
2583,54095,549,166.2012,382.002,1766.44,1075.476,0.03271184,7.642272,8.148709,18.83495,15.24963,0.4350794,0.6088384
2595,54207,442,108.6237,933.6631,4170.417,1305.83,0.02104378,6.217086,12.1405,35.0711,14.30413,0.1163414,0.3131173
2609,54476,413,103.0234,255.9494,1351.254,806.5703,0.03098235,4.721145,5.159211,13.12348,9.357016,0.4025146,0.5969052
951,52398,511,577.459,657.1082,2320.722,1377.294,0.01094583,18.03613,15.63102,32.10544,25.88848,0.8787884,0.5934765
1200,52668,288,125.9368,417.0034,1768.039,1016.268,0.01947721,7.269608,7.42465,16.45612,12.11065,0.3020041,0.5747992
2881,54502,438,156.8089,226.3329,744.3316,696.9832,0.01198919,11.43506,10.61511,18.6194,18.99259,0.6928242,0.936388
2884,54526,552,339.0571,521.8772,3180.328,1724.328,0.01978526,9.086666,8.259108,24.72684,17.01996,0.6496875,0.5421858
1052,52466,318,208.303,129.9215,350.3691,427.3832,0.02967254,15.19001,14.59981,22.62446,21.68153,1.603299,1.219808
287,52023,574,57.48952,157.6204,703.2859,304.1326,0.03237963,3.70389,3.868268,6.972041,5.363633,0.3647341,0.4324451
460,51924,303,87.41045,450.6973,2550.594,965.9288,0.05455728,6.749302,7.780976,21.33002,12.25365,0.1939449,0.3787074
1940,53383,240,129.744,98.65329,229.9612,283.5407,0.03104186,12.75475,11.24048,17.75412,18.55872,1.315151,1.232994
2239,53726,340,206.2968,264.9871,984.5306,639.049,0.01650185,6.91946,6.816193,12.23326,10.34539,0.7785165,0.6490899
2266,53679,422,3702.728,760.3801,4460.755,4816.731,0.03465027,29.59062,13.68218,36.91713,35.02584,4.869576,1.079802
1588,52965,541,143.0314,41.55226,116.3248,214.0062,0.03857686,5.217538,3.809566,5.586957,6.543149,3.442204,1.83973
